date,home_team,away_team,team,scorer,minute,own_goal,penalty
2011-07-17,Japan,United States,United States,Alex Morgan,69,FALSE,FALSE
2011-07-17,Japan,United States,Japan,Aya Miyama,81,FALSE,FALSE
2011-07-17,Japan,United States,United States,Abby Wambach,104,FALSE,FALSE
2011-07-17,Japan,United States,Japan,Homare Sawa,117,FALSE,FALSE
2012-07-25,Cameroon,Brazil,Brazil,Francielle,7,FALSE,FALSE
2012-07-25,Cameroon,Brazil,Brazil,Renata Costa,10,FALSE,FALSE
2012-07-25,Cameroon,Brazil,Brazil,Marta,73,FALSE,TRUE
2012-07-25,Cameroon,Brazil,Brazil,Cristiane,78,FALSE,FALSE
2012-07-25,Cameroon,Brazil,Brazil,Marta,88,FALSE,FALSE
2012-07-25,Colombia,North Korea,North Korea,Kim Song-hui,39,FALSE,FALSE
2012-07-25,Colombia,North Korea,North Korea,Kim Song-hui,85,FALSE,FALSE
2012-07-25,Great Britain,New Zealand,Great Britain,Steph Houghton,64,FALSE,FALSE
2012-07-25,Japan,Canada,Japan,Nahomi Kawasumi,33,FALSE,FALSE
2012-07-25,Japan,Canada,Japan,Aya Miyama,44,FALSE,FALSE
2012-07-25,Japan,Canada,Canada,Melissa Tancredi,55,FALSE,FALSE
2012-07-25,Sweden,South Africa,Sweden,Nilla Fischer,7,FALSE,FALSE
2012-07-25,Sweden,South Africa,Sweden,Lisa Dahlkvist,20,FALSE,FALSE
2012-07-25,Sweden,South Africa,Sweden,Lotta Schelin,21,FALSE,FALSE
2012-07-25,Sweden,South Africa,South Africa,Portia Modise,60,FALSE,FALSE
2012-07-25,Sweden,South Africa,Sweden,Lotta Schelin,63,FALSE,FALSE
2012-07-25,United States,France,France,Gaëtane Thiney,12,FALSE,FALSE
2012-07-25,United States,France,France,Marie-Laure Delie,14,FALSE,FALSE
2012-07-25,United States,France,United States,Abby Wambach,19,FALSE,FALSE
2012-07-25,United States,France,United States,Alex Morgan,32,FALSE,FALSE
2012-07-25,United States,France,United States,Carli Lloyd,56,FALSE,FALSE
2012-07-25,United States,France,United States,Alex Morgan,66,FALSE,FALSE
2012-07-28,Canada,South Africa,Canada,Melissa Tancredi,7,FALSE,FALSE
2012-07-28,Canada,South Africa,Canada,Christine Sinclair,58,FALSE,FALSE
2012-07-28,Canada,South Africa,Canada,Christine Sinclair,86,FALSE,FALSE
2012-07-28,France,North Korea,France,Laura Georges,45,FALSE,FALSE
2012-07-28,France,North Korea,France,Élodie Thomis,70,FALSE,FALSE
2012-07-28,France,North Korea,France,Marie-Laure Delie,71,FALSE,FALSE
2012-07-28,France,North Korea,France,Wendie Renard,81,FALSE,FALSE
2012-07-28,France,North Korea,France,Camille Catala,87,FALSE,FALSE
2012-07-28,Great Britain,Cameroon,Great Britain,Casey Stoney,18,FALSE,FALSE
2012-07-28,Great Britain,Cameroon,Great Britain,Jill Scott,23,FALSE,FALSE
2012-07-28,Great Britain,Cameroon,Great Britain,Steph Houghton,82,FALSE,FALSE
2012-07-28,New Zealand,Brazil,Brazil,Cristiane,86,FALSE,FALSE
2012-07-28,United States,Colombia,United States,Megan Rapinoe,33,FALSE,FALSE
2012-07-28,United States,Colombia,United States,Abby Wambach,74,FALSE,FALSE
2012-07-28,United States,Colombia,United States,Carli Lloyd,77,FALSE,FALSE
2012-07-31,Canada,Sweden,Sweden,Marie Hammarström,14,FALSE,FALSE
2012-07-31,Canada,Sweden,Sweden,Sofia Jakobsson,16,FALSE,FALSE
2012-07-31,Canada,Sweden,Canada,Melissa Tancredi,43,FALSE,FALSE
2012-07-31,Canada,Sweden,Canada,Melissa Tancredi,84,FALSE,FALSE
2012-07-31,France,Colombia,France,Élodie Thomis,5,FALSE,FALSE
2012-07-31,Great Britain,Brazil,Great Britain,Steph Houghton,2,FALSE,FALSE
2012-07-31,New Zealand,Cameroon,New Zealand,Rebecca Smith,43,FALSE,FALSE
2012-07-31,New Zealand,Cameroon,New Zealand,Ysis Sonkeng,49,TRUE,FALSE
2012-07-31,New Zealand,Cameroon,New Zealand,Sarah Gregorius,62,FALSE,FALSE
2012-07-31,New Zealand,Cameroon,Cameroon,Gabrielle Onguéné,75,FALSE,FALSE
2012-07-31,United States,North Korea,United States,Abby Wambach,25,FALSE,FALSE
2012-08-03,Brazil,Japan,Japan,Yūki Ōgimi,27,FALSE,FALSE
2012-08-03,Brazil,Japan,Japan,Shinobu Ohno,73,FALSE,FALSE
2012-08-03,Great Britain,Canada,Canada,Jonelle Filigno,12,FALSE,FALSE
2012-08-03,Great Britain,Canada,Canada,Christine Sinclair,26,FALSE,FALSE
2012-08-03,Sweden,France,Sweden,Nilla Fischer,18,FALSE,FALSE
2012-08-03,Sweden,France,France,Laura Georges,29,FALSE,FALSE
2012-08-03,Sweden,France,France,Wendie Renard,39,FALSE,FALSE
2012-08-03,United States,New Zealand,United States,Abby Wambach,27,FALSE,FALSE
2012-08-03,United States,New Zealand,United States,Sydney Leroux,87,FALSE,FALSE
2012-08-06,Canada,United States,Canada,Christine Sinclair,22,FALSE,FALSE
2012-08-06,Canada,United States,United States,Megan Rapinoe,54,FALSE,FALSE
2012-08-06,Canada,United States,Canada,Christine Sinclair,67,FALSE,FALSE
2012-08-06,Canada,United States,United States,Megan Rapinoe,70,FALSE,FALSE
2012-08-06,Canada,United States,Canada,Christine Sinclair,73,FALSE,FALSE
2012-08-06,Canada,United States,United States,Abby Wambach,80,FALSE,TRUE
2012-08-06,Canada,United States,United States,Alex Morgan,120,FALSE,FALSE
2012-08-06,France,Japan,Japan,Yūki Ōgimi,32,FALSE,FALSE
2012-08-06,France,Japan,Japan,Mizuho Sakaguchi,49,FALSE,FALSE
2012-08-06,France,Japan,France,Eugénie Le Sommer,76,FALSE,FALSE
2012-08-09,Canada,France,Canada,Diana Matheson,90,FALSE,FALSE
2012-08-09,United States,Japan,United States,Carli Lloyd,8,FALSE,FALSE
2012-08-09,United States,Japan,United States,Carli Lloyd,54,FALSE,FALSE
2012-08-09,United States,Japan,Japan,Yūki Ōgimi,63,FALSE,FALSE
2013-07-10,Sweden,Denmark,Denmark,Mariann Gajhede Knudsen,26,FALSE,FALSE
2013-07-10,Sweden,Denmark,Sweden,Nilla Fischer,36,FALSE,FALSE
2013-07-11,Norway,Iceland,Norway,Kristine Wigdahl Hegland,26,FALSE,FALSE
2013-07-11,Norway,Iceland,Iceland,Margrét Lára Viðarsdóttir,87,FALSE,TRUE
2013-07-12,England,Spain,Spain,Verónica Boquete,4,FALSE,FALSE
2013-07-12,England,Spain,England,Eniola Aluko,8,FALSE,FALSE
2013-07-12,England,Spain,Spain,Jennifer Hermoso,85,FALSE,FALSE
2013-07-12,England,Spain,England,Laura Bassett,89,FALSE,FALSE
2013-07-12,England,Spain,Spain,Alexia Putellas,90,FALSE,FALSE
2013-07-12,France,Russia,France,Marie-Laure Delie,21,FALSE,FALSE
2013-07-12,France,Russia,France,Marie-Laure Delie,33,FALSE,FALSE
2013-07-12,France,Russia,France,Eugénie Le Sommer,67,FALSE,FALSE
2013-07-12,France,Russia,Russia,Elena Morozova,84,FALSE,FALSE
2013-07-13,Italy,Denmark,Italy,Melania Gabbiadini,55,FALSE,FALSE
2013-07-13,Italy,Denmark,Italy,Ilaria Mauro,60,FALSE,FALSE
2013-07-13,Italy,Denmark,Denmark,Mia Brogaard,66,FALSE,FALSE
2013-07-13,Sweden,Finland,Sweden,Nilla Fischer,15,FALSE,FALSE
2013-07-13,Sweden,Finland,Sweden,Nilla Fischer,36,FALSE,FALSE
2013-07-13,Sweden,Finland,Sweden,Kosovare Asllani,38,FALSE,FALSE
2013-07-13,Sweden,Finland,Sweden,Lotta Schelin,60,FALSE,FALSE
2013-07-13,Sweden,Finland,Sweden,Lotta Schelin,87,FALSE,FALSE
2013-07-14,Iceland,Germany,Germany,Lena Lotzen,24,FALSE,FALSE
2013-07-14,Iceland,Germany,Germany,Célia Okoyino da Mbabi,55,FALSE,FALSE
2013-07-14,Iceland,Germany,Germany,Célia Okoyino da Mbabi,84,FALSE,FALSE
2013-07-14,Norway,Netherlands,Norway,Solveig Gulbrandsen,54,FALSE,FALSE
2013-07-15,England,Russia,Russia,Nelli Korovkina,38,FALSE,FALSE
2013-07-15,England,Russia,England,Toni Duggan,90,FALSE,FALSE
2013-07-15,Spain,France,France,Wendie Renard,5,FALSE,FALSE
2013-07-16,Denmark,Finland,Denmark,Mia Brogaard,29,FALSE,FALSE
2013-07-16,Denmark,Finland,Finland,Annica Sjölund,87,FALSE,FALSE
2013-07-16,Sweden,Italy,Sweden,Raffaella Manieri,47,TRUE,FALSE
2013-07-16,Sweden,Italy,Sweden,Lotta Schelin,49,FALSE,FALSE
2013-07-16,Sweden,Italy,Sweden,Josefine Öqvist,57,FALSE,FALSE
2013-07-16,Sweden,Italy,Italy,Melania Gabbiadini,78,FALSE,FALSE
2013-07-17,Germany,Norway,Norway,Ingvild Isaksen,45,FALSE,FALSE
2013-07-17,Netherlands,Iceland,Iceland,Dagný Brynjarsdóttir,30,FALSE,FALSE
2013-07-18,France,England,France,Eugénie Le Sommer,9,FALSE,FALSE
2013-07-18,France,England,France,Louisa Nécib,62,FALSE,FALSE
2013-07-18,France,England,France,Wendie Renard,64,FALSE,FALSE
2013-07-18,Russia,Spain,Spain,Verónica Boquete,14,FALSE,FALSE
2013-07-18,Russia,Spain,Russia,Elena Terekhova,44,FALSE,FALSE
2013-07-21,Italy,Germany,Germany,Simone Laudehr,26,FALSE,FALSE
2013-07-21,Sweden,Iceland,Sweden,Marie Hammarström,3,FALSE,FALSE
2013-07-21,Sweden,Iceland,Sweden,Josefine Öqvist,14,FALSE,FALSE
2013-07-21,Sweden,Iceland,Sweden,Lotta Schelin,19,FALSE,FALSE
2013-07-21,Sweden,Iceland,Sweden,Lotta Schelin,59,FALSE,FALSE
2013-07-22,France,Denmark,Denmark,Johanna Rasmussen,28,FALSE,FALSE
2013-07-22,France,Denmark,France,Louisa Nécib,71,FALSE,TRUE
2013-07-22,Norway,Spain,Norway,Solveig Gulbrandsen,24,FALSE,FALSE
2013-07-22,Norway,Spain,Norway,Irene Paredes,43,TRUE,FALSE
2013-07-22,Norway,Spain,Norway,Ada Hegerberg,64,FALSE,FALSE
2013-07-22,Norway,Spain,Spain,Jennifer Hermoso,90,FALSE,FALSE
2013-07-24,Sweden,Germany,Germany,Dzsenifer Marozsán,33,FALSE,FALSE
2013-07-25,Norway,Denmark,Norway,Marit Fiane Christensen,3,FALSE,FALSE
2013-07-25,Norway,Denmark,Denmark,Mariann Gajhede Knudsen,87,FALSE,FALSE
2013-07-28,Germany,Norway,Germany,Anja Mittag,49,FALSE,FALSE
2015-06-06,Canada,China PR,Canada,Christine Sinclair,90,FALSE,TRUE
2015-06-06,New Zealand,Netherlands,Netherlands,Lieke Martens,33,FALSE,FALSE
2015-06-07,Germany,Ivory Coast,Germany,Célia Šašić,3,FALSE,FALSE
2015-06-07,Germany,Ivory Coast,Germany,Célia Šašić,14,FALSE,FALSE
2015-06-07,Germany,Ivory Coast,Germany,Anja Mittag,29,FALSE,FALSE
2015-06-07,Germany,Ivory Coast,Germany,Célia Šašić,31,FALSE,FALSE
2015-06-07,Germany,Ivory Coast,Germany,Anja Mittag,35,FALSE,FALSE
2015-06-07,Germany,Ivory Coast,Germany,Anja Mittag,64,FALSE,FALSE
2015-06-07,Germany,Ivory Coast,Germany,Simone Laudehr,71,FALSE,FALSE
2015-06-07,Germany,Ivory Coast,Germany,Sara Däbritz,75,FALSE,FALSE
2015-06-07,Germany,Ivory Coast,Germany,Melanie Behringer,79,FALSE,FALSE
2015-06-07,Germany,Ivory Coast,Germany,Alexandra Popp,85,FALSE,FALSE
2015-06-07,Norway,Thailand,Norway,Trine Rønning,15,FALSE,FALSE
2015-06-07,Norway,Thailand,Norway,Isabell Herlovsen,29,FALSE,FALSE
2015-06-07,Norway,Thailand,Norway,Isabell Herlovsen,34,FALSE,FALSE
2015-06-07,Norway,Thailand,Norway,Ada Hegerberg,68,FALSE,FALSE
2015-06-08,Cameroon,Ecuador,Cameroon,Madeleine Ngono Mani,34,FALSE,FALSE
2015-06-08,Cameroon,Ecuador,Cameroon,Gaëlle Enganamouit,36,FALSE,FALSE
2015-06-08,Cameroon,Ecuador,Cameroon,Christine Manie,44,FALSE,TRUE
2015-06-08,Cameroon,Ecuador,Cameroon,Gaëlle Enganamouit,73,FALSE,FALSE
2015-06-08,Cameroon,Ecuador,Cameroon,Gabrielle Onguéné,79,FALSE,TRUE
2015-06-08,Cameroon,Ecuador,Cameroon,Gaëlle Enganamouit,90,FALSE,TRUE
2015-06-08,Japan,Switzerland,Japan,Aya Miyama,29,FALSE,TRUE
2015-06-08,Sweden,Nigeria,Sweden,Desire Oparanozie,21,TRUE,FALSE
2015-06-08,Sweden,Nigeria,Sweden,Nilla Fischer,31,FALSE,FALSE
2015-06-08,Sweden,Nigeria,Nigeria,Ngozi Okobi-Okeoghene,50,FALSE,FALSE
2015-06-08,Sweden,Nigeria,Nigeria,Asisat Oshoala,53,FALSE,FALSE
2015-06-08,Sweden,Nigeria,Sweden,Linda Sembrant,60,FALSE,FALSE
2015-06-08,Sweden,Nigeria,Nigeria,Francisca Ordega,87,FALSE,FALSE
2015-06-08,United States,Australia,United States,Megan Rapinoe,12,FALSE,FALSE
2015-06-08,United States,Australia,Australia,Lisa De Vanna,27,FALSE,FALSE
2015-06-08,United States,Australia,United States,Christen Press,61,FALSE,FALSE
2015-06-08,United States,Australia,United States,Megan Rapinoe,78,FALSE,FALSE
2015-06-09,Brazil,South Korea,Brazil,Formiga,33,FALSE,FALSE
2015-06-09,Brazil,South Korea,Brazil,Marta,53,FALSE,TRUE
2015-06-09,Colombia,Mexico,Mexico,Verónica Pérez,36,FALSE,FALSE
2015-06-09,Colombia,Mexico,Colombia,Daniela Montoya,82,FALSE,FALSE
2015-06-09,France,England,France,Eugénie Le Sommer,29,FALSE,FALSE
2015-06-09,Spain,Costa Rica,Spain,Vicky Losada,13,FALSE,FALSE
2015-06-09,Spain,Costa Rica,Costa Rica,Raquel Rodríguez,14,FALSE,FALSE
2015-06-11,China PR,Netherlands,China PR,Wang Lisi,90,FALSE,FALSE
2015-06-11,Germany,Norway,Germany,Anja Mittag,6,FALSE,FALSE
2015-06-11,Germany,Norway,Norway,Maren Mjelde,61,FALSE,FALSE
2015-06-11,Ivory Coast,Thailand,Ivory Coast,Ange N'Guessan,4,FALSE,FALSE
2015-06-11,Ivory Coast,Thailand,Thailand,Orathai Srimanee,26,FALSE,FALSE
2015-06-11,Ivory Coast,Thailand,Thailand,Orathai Srimanee,45,FALSE,FALSE
2015-06-11,Ivory Coast,Thailand,Thailand,Thanatta Chawong,75,FALSE,FALSE
2015-06-11,Ivory Coast,Thailand,Ivory Coast,Josée Nahi,88,FALSE,FALSE
2015-06-12,Australia,Nigeria,Australia,Kyah Simon,29,FALSE,FALSE
2015-06-12,Australia,Nigeria,Australia,Kyah Simon,68,FALSE,FALSE
2015-06-12,Japan,Cameroon,Japan,Aya Sameshima,6,FALSE,FALSE
2015-06-12,Japan,Cameroon,Japan,Yuika Sugasawa,17,FALSE,FALSE
2015-06-12,Japan,Cameroon,Cameroon,Ajara Nchout,90,FALSE,FALSE
2015-06-12,Switzerland,Ecuador,Switzerland,Angie Ponce,24,TRUE,FALSE
2015-06-12,Switzerland,Ecuador,Switzerland,Eseosa Aigbogun,45,FALSE,FALSE
2015-06-12,Switzerland,Ecuador,Switzerland,Fabienne Humm,47,FALSE,FALSE
2015-06-12,Switzerland,Ecuador,Switzerland,Fabienne Humm,49,FALSE,FALSE
2015-06-12,Switzerland,Ecuador,Switzerland,Fabienne Humm,52,FALSE,FALSE
2015-06-12,Switzerland,Ecuador,Switzerland,Ramona Bachmann,60,FALSE,TRUE
2015-06-12,Switzerland,Ecuador,Switzerland,Ramona Bachmann,61,FALSE,FALSE
2015-06-12,Switzerland,Ecuador,Ecuador,Angie Ponce,64,FALSE,TRUE
2015-06-12,Switzerland,Ecuador,Switzerland,Angie Ponce,71,TRUE,FALSE
2015-06-12,Switzerland,Ecuador,Switzerland,Martina Moser,76,FALSE,FALSE
2015-06-12,Switzerland,Ecuador,Switzerland,Ramona Bachmann,81,FALSE,FALSE
2015-06-13,Brazil,Spain,Brazil,Andressa Alves da Silva,44,FALSE,FALSE
2015-06-13,England,Mexico,England,Fran Kirby,71,FALSE,FALSE
2015-06-13,England,Mexico,England,Karen Carney,82,FALSE,FALSE
2015-06-13,England,Mexico,Mexico,Fabiola Ibarra,90,FALSE,FALSE
2015-06-13,France,Colombia,Colombia,Lady Andrade,19,FALSE,FALSE
2015-06-13,France,Colombia,Colombia,Catalina Usme,90,FALSE,FALSE
2015-06-13,South Korea,Costa Rica,Costa Rica,Melissa Herrera,17,FALSE,FALSE
2015-06-13,South Korea,Costa Rica,South Korea,Ji So-yun,21,FALSE,TRUE
2015-06-13,South Korea,Costa Rica,South Korea,Jeon Ga-eul,25,FALSE,FALSE
2015-06-13,South Korea,Costa Rica,Costa Rica,Karla Villalobos,89,FALSE,FALSE
2015-06-15,Canada,Netherlands,Canada,Ashley Lawrence,10,FALSE,FALSE
2015-06-15,Canada,Netherlands,Netherlands,Kirsten van de Ven,87,FALSE,FALSE
2015-06-15,China PR,New Zealand,New Zealand,Rebekah Stott,28,FALSE,FALSE
2015-06-15,China PR,New Zealand,China PR,Wang Lisi,41,FALSE,TRUE
2015-06-15,China PR,New Zealand,China PR,Wang Shanshan,60,FALSE,FALSE
2015-06-15,China PR,New Zealand,New Zealand,Hannah Wilkinson,64,FALSE,FALSE
2015-06-15,Ivory Coast,Norway,Norway,Ada Hegerberg,6,FALSE,FALSE
2015-06-15,Ivory Coast,Norway,Norway,Ada Hegerberg,62,FALSE,FALSE
2015-06-15,Ivory Coast,Norway,Norway,Solveig Gulbrandsen,67,FALSE,FALSE
2015-06-15,Ivory Coast,Norway,Ivory Coast,Ange N'Guessan,71,FALSE,FALSE
2015-06-15,Thailand,Germany,Germany,Melanie Leupolz,24,FALSE,FALSE
2015-06-15,Thailand,Germany,Germany,Lena Petermann,56,FALSE,FALSE
2015-06-15,Thailand,Germany,Germany,Lena Petermann,58,FALSE,FALSE
2015-06-15,Thailand,Germany,Germany,Sara Däbritz,73,FALSE,FALSE
2015-06-16,Australia,Sweden,Australia,Lisa De Vanna,5,FALSE,FALSE
2015-06-16,Australia,Sweden,Sweden,Sofia Jakobsson,15,FALSE,FALSE
2015-06-16,Ecuador,Japan,Japan,Yūki Nagasato,5,FALSE,FALSE
2015-06-16,Nigeria,United States,United States,Abby Wambach,45,FALSE,FALSE
2015-06-16,Switzerland,Cameroon,Switzerland,Ana-Maria Crnogorčević,24,FALSE,FALSE
2015-06-16,Switzerland,Cameroon,Cameroon,Gabrielle Onguéné,47,FALSE,FALSE
2015-06-16,Switzerland,Cameroon,Cameroon,Madeleine Ngono Mani,62,FALSE,FALSE
2015-06-17,Costa Rica,Brazil,Brazil,Raquel Fernandes,83,FALSE,FALSE
2015-06-17,England,Colombia,England,Karen Carney,15,FALSE,FALSE
2015-06-17,England,Colombia,England,Fara Williams,38,FALSE,TRUE
2015-06-17,England,Colombia,Colombia,Lady Andrade,90,FALSE,FALSE
2015-06-17,Mexico,France,France,Marie-Laure Delie,1,FALSE,FALSE
2015-06-17,Mexico,France,France,Jennifer Ruiz,9,TRUE,FALSE
2015-06-17,Mexico,France,France,Eugénie Le Sommer,13,FALSE,FALSE
2015-06-17,Mexico,France,France,Eugénie Le Sommer,36,FALSE,FALSE
2015-06-17,Mexico,France,France,Amandine Henry,80,FALSE,FALSE
2015-06-17,South Korea,Spain,Spain,Verónica Boquete,29,FALSE,FALSE
2015-06-17,South Korea,Spain,South Korea,Cho So-hyun,53,FALSE,FALSE
2015-06-17,South Korea,Spain,South Korea,Kim Soo-yun,78,FALSE,FALSE
2015-06-20,China PR,Cameroon,China PR,Wang Shanshan,12,FALSE,FALSE
2015-06-20,Germany,Sweden,Germany,Anja Mittag,24,FALSE,FALSE
2015-06-20,Germany,Sweden,Germany,Célia Šašić,36,FALSE,TRUE
2015-06-20,Germany,Sweden,Germany,Célia Šašić,78,FALSE,FALSE
2015-06-20,Germany,Sweden,Sweden,Linda Sembrant,82,FALSE,FALSE
2015-06-20,Germany,Sweden,Germany,Dzsenifer Marozsán,88,FALSE,FALSE
2015-06-21,Brazil,Australia,Australia,Kyah Simon,80,FALSE,FALSE
2015-06-21,Canada,Switzerland,Canada,Josée Bélanger,52,FALSE,FALSE
2015-06-21,France,South Korea,France,Marie-Laure Delie,4,FALSE,FALSE
2015-06-21,France,South Korea,France,Élodie Thomis,8,FALSE,FALSE
2015-06-21,France,South Korea,France,Marie-Laure Delie,48,FALSE,FALSE
2015-06-22,Norway,England,Norway,Solveig Gulbrandsen,54,FALSE,FALSE
2015-06-22,Norway,England,England,Steph Houghton,61,FALSE,FALSE
2015-06-22,Norway,England,England,Lucy Bronze,76,FALSE,FALSE
2015-06-22,United States,Colombia,United States,Alex Morgan,53,FALSE,FALSE
2015-06-22,United States,Colombia,United States,Carli Lloyd,66,FALSE,TRUE
2015-06-23,Japan,Netherlands,Japan,Saori Ariyoshi,10,FALSE,FALSE
2015-06-23,Japan,Netherlands,Japan,Mizuho Sakaguchi,78,FALSE,FALSE
2015-06-23,Japan,Netherlands,Netherlands,Kirsten van de Ven,90,FALSE,FALSE
2015-06-26,China PR,United States,United States,Carli Lloyd,51,FALSE,FALSE
2015-06-26,Germany,France,France,Louisa Cadamuro,64,FALSE,FALSE
2015-06-26,Germany,France,Germany,Célia Šašić,84,FALSE,TRUE
2015-06-27,Australia,Japan,Japan,Mana Iwabuchi,87,FALSE,FALSE
2015-06-27,Canada,England,England,Jodie Taylor,11,FALSE,FALSE
2015-06-27,Canada,England,England,Lucy Bronze,14,FALSE,FALSE
2015-06-27,Canada,England,Canada,Christine Sinclair,42,FALSE,FALSE
2015-06-30,United States,Germany,United States,Carli Lloyd,69,FALSE,TRUE
2015-06-30,United States,Germany,United States,Kelley O'Hara,84,FALSE,FALSE
2015-07-01,Japan,England,Japan,Aya Miyama,33,FALSE,TRUE
2015-07-01,Japan,England,England,Fara Williams,40,FALSE,TRUE
2015-07-01,Japan,England,Japan,Laura Bassett,90,TRUE,FALSE
2015-07-04,Germany,England,England,Fara Williams,108,FALSE,TRUE
2015-07-05,United States,Japan,United States,Carli Lloyd,3,FALSE,FALSE
2015-07-05,United States,Japan,United States,Carli Lloyd,5,FALSE,FALSE
2015-07-05,United States,Japan,United States,Lauren Holiday,14,FALSE,FALSE
2015-07-05,United States,Japan,United States,Carli Lloyd,16,FALSE,FALSE
2015-07-05,United States,Japan,Japan,Yūki Nagasato,27,FALSE,FALSE
2015-07-05,United States,Japan,Japan,Julie Ertz,52,TRUE,FALSE
2015-07-05,United States,Japan,United States,Tobin Heath,54,FALSE,FALSE
2016-08-03,Brazil,China PR,Brazil,Mônica,36,FALSE,FALSE
2016-08-03,Brazil,China PR,Brazil,Andressa Alves,59,FALSE,FALSE
2016-08-03,Brazil,China PR,Brazil,Cristiane Rozeira,90,FALSE,FALSE
2016-08-03,Canada,Australia,Canada,Janine Beckie,1,FALSE,FALSE
2016-08-03,Canada,Australia,Canada,Christine Sinclair,80,FALSE,FALSE
2016-08-03,France,Colombia,France,Carolina Arias,2,TRUE,FALSE
2016-08-03,France,Colombia,France,Eugénie Le Sommer,14,FALSE,FALSE
2016-08-03,France,Colombia,France,Camille Abily,42,FALSE,FALSE
2016-08-03,France,Colombia,France,Amel Majri,82,FALSE,FALSE
2016-08-03,Sweden,South Africa,Sweden,Nilla Fischer,76,FALSE,FALSE
2016-08-03,United States,New Zealand,United States,Carli Lloyd,9,FALSE,FALSE
2016-08-03,United States,New Zealand,United States,Alex Morgan,46,FALSE,FALSE
2016-08-03,Zimbabwe,Germany,Germany,Sara Däbritz,22,FALSE,FALSE
2016-08-03,Zimbabwe,Germany,Germany,Alexandra Popp,36,FALSE,FALSE
2016-08-03,Zimbabwe,Germany,Zimbabwe,Kudakwashe Basopo,50,FALSE,FALSE
2016-08-03,Zimbabwe,Germany,Germany,Melanie Behringer,53,FALSE,FALSE
2016-08-03,Zimbabwe,Germany,Germany,Melanie Behringer,78,FALSE,FALSE
2016-08-03,Zimbabwe,Germany,Germany,Melanie Leupolz,83,FALSE,FALSE
2016-08-03,Zimbabwe,Germany,Germany,Eunice Chibanda,90,TRUE,FALSE
2016-08-06,Brazil,Sweden,Brazil,Beatriz Zaneratto João,21,FALSE,FALSE
2016-08-06,Brazil,Sweden,Brazil,Cristiane Rozeira,24,FALSE,FALSE
2016-08-06,Brazil,Sweden,Brazil,Marta,44,FALSE,TRUE
2016-08-06,Brazil,Sweden,Brazil,Marta,80,FALSE,FALSE
2016-08-06,Brazil,Sweden,Brazil,Beatriz Zaneratto João,86,FALSE,FALSE
2016-08-06,Brazil,Sweden,Sweden,Lotta Schelin,89,FALSE,FALSE
2016-08-06,Canada,Zimbabwe,Canada,Janine Beckie,7,FALSE,FALSE
2016-08-06,Canada,Zimbabwe,Canada,Christine Sinclair,19,FALSE,TRUE
2016-08-06,Canada,Zimbabwe,Canada,Janine Beckie,35,FALSE,FALSE
2016-08-06,Canada,Zimbabwe,Zimbabwe,Mavis Chirandu,86,FALSE,FALSE
2016-08-06,Colombia,New Zealand,New Zealand,Amber Hearn,31,FALSE,FALSE
2016-08-06,Germany,Australia,Australia,Sam Kerr,6,FALSE,FALSE
2016-08-06,Germany,Australia,Germany,Sara Däbritz,45,FALSE,FALSE
2016-08-06,Germany,Australia,Australia,Caitlin Foord,45,FALSE,FALSE
2016-08-06,Germany,Australia,Germany,Saskia Bartusiak,88,FALSE,FALSE
2016-08-06,South Africa,China PR,China PR,Gu Yasha,45,FALSE,FALSE
2016-08-06,South Africa,China PR,China PR,Tan Ruyin,87,FALSE,FALSE
2016-08-06,United States,France,United States,Carli Lloyd,64,FALSE,FALSE
2016-08-09,Australia,Zimbabwe,Australia,Lisa De Vanna,2,FALSE,FALSE
2016-08-09,Australia,Zimbabwe,Australia,Clare Polkinghorne,15,FALSE,FALSE
2016-08-09,Australia,Zimbabwe,Australia,Alanna Kennedy,37,FALSE,FALSE
2016-08-09,Australia,Zimbabwe,Australia,Kyah Simon,50,FALSE,FALSE
2016-08-09,Australia,Zimbabwe,Australia,Michelle Heyman,55,FALSE,FALSE
2016-08-09,Australia,Zimbabwe,Australia,Michelle Heyman,66,FALSE,FALSE
2016-08-09,Australia,Zimbabwe,Zimbabwe,Emmaculate Msipa,90,FALSE,FALSE
2016-08-09,Colombia,United States,Colombia,Catalina Usme,26,FALSE,FALSE
2016-08-09,Colombia,United States,United States,Crystal Dunn,41,FALSE,FALSE
2016-08-09,Colombia,United States,United States,Mallory Pugh,59,FALSE,FALSE
2016-08-09,Colombia,United States,Colombia,Catalina Usme,90,FALSE,FALSE
2016-08-09,Germany,Canada,Germany,Melanie Behringer,13,FALSE,TRUE
2016-08-09,Germany,Canada,Canada,Melissa Tancredi,26,FALSE,FALSE
2016-08-09,Germany,Canada,Canada,Melissa Tancredi,60,FALSE,FALSE
2016-08-09,New Zealand,France,France,Eugénie Le Sommer,38,FALSE,FALSE
2016-08-09,New Zealand,France,France,Louisa Cadamuro,63,FALSE,FALSE
2016-08-09,New Zealand,France,France,Louisa Cadamuro,90,FALSE,TRUE
2016-08-12,Canada,France,Canada,Sophie Schmidt,56,FALSE,FALSE
2016-08-12,China PR,Germany,Germany,Melanie Behringer,76,FALSE,FALSE
2016-08-12,United States,Sweden,Sweden,Stina Blackstenius,61,FALSE,FALSE
2016-08-12,United States,Sweden,United States,Alex Morgan,77,FALSE,FALSE
2016-08-16,Canada,Germany,Germany,Melanie Behringer,21,FALSE,TRUE
